1:65000-70000	OR4F5
5:132810000-132815000	SOWAHA
5:132830000-132835000	SHROOM1
5:132865000-132870000	GDF9
5:132865000-132870000	UQCRQ
5:132870000-132875000	LEAP2
5:132960000-132965000	AFF4
5:133025000-133030000	ZCCHC10
5:133050000-133055000	HSPA4
5:133610000-133615000	FSTL4
5:133965000-133970000	C5orf15
5:134000000-134005000	VDAC1
5:134110000-134115000	TCF7
5:134175000-134180000	SKP1
5:134225000-134230000	CTD-2410N18.5
5:134225000-134230000	PPP2CA
5:134370000-134375000	CDKL3
5:134370000-134375000	UBE2B
5:134410000-134415000	CDKN2AIPNL
5:134520000-134525000	JADE2
5:134645000-134650000	SAR1B
5:134645000-134650000	SEC24A
5:134735000-134740000	CAMLG
5:134755000-134760000	DDX46
5:134845000-134850000	C5orf24
5:134870000-134875000	TXNDC15
5:134905000-134910000	PCBD2
5:134965000-134970000	CATSPER3
5:135030000-135035000	PITX1
5:135395000-135400000	MACROH2A1
5:135445000-135450000	DCANP1
5:135450000-135455000	TIFAB
5:135535000-135540000	NEUROG1
5:135575000-135580000	CXCL14
5:135575000-135580000	SLC25A48
5:135895000-135900000	IL9
5:135950000-135955000	LECT2
5:136025000-136030000	TGFBI
5:136130000-136135000	SMAD5
5:136190000-136195000	SMIM32
5:136365000-136370000	TRPC7
5:137595000-137600000	SPOCK1
5:137735000-137740000	KLHL3
5:137750000-137755000	HNRNPA0
5:137865000-137870000	MYOT
5:137885000-137890000	PKD2L2
5:138050000-138055000	FAM13B
5:138080000-138085000	WNT8A
5:138135000-138140000	NME5
5:138175000-138180000	BRD8
5:138175000-138180000	KIF20A
5:138210000-138215000	CDC23
5:138270000-138275000	GFRA3
5:138330000-138335000	FAM53C
5:138335000-138340000	CDC25C
5:138350000-138355000	KDM3B
5:138435000-138440000	REEP2
5:138465000-138470000	EGR1
5:138540000-138545000	ETF1
5:138575000-138580000	HSPA9
5:138610000-138615000	CTNNA1
5:138875000-138880000	LRRTM2
5:139270000-139275000	MATR3
5:139290000-139295000	SIL1
5:139340000-139345000	PAIP2
5:139380000-139385000	SLC23A1
5:139390000-139395000	MZB1
5:139395000-139400000	PROB1
5:139400000-139405000	SPATA24
5:139440000-139445000	DNAJC18
5:139460000-139465000	AC142391.3
5:139460000-139465000	ECSCR
5:139470000-139475000	SMIM33
5:139480000-139485000	STING1
5:139525000-139530000	UBE2D2
5:139645000-139650000	CXXC5
5:139795000-139800000	PSD2
5:140040000-140045000	NRG2
5:140105000-140110000	PURA
5:140125000-140130000	IGIP
5:140175000-140180000	CYSTM1
5:140300000-140305000	PFDN1
5:140345000-140350000	HBEGF
5:140360000-140365000	SLC4A9
5:140400000-140405000	ANKHD1
5:140400000-140405000	ANKHD1-EIF4EBP3
5:140545000-140550000	EIF4EBP3
5:140555000-140560000	SRA1
5:140560000-140565000	APBB3
5:140560000-140565000	SLC35A4
5:140630000-140635000	CD14
5:140635000-140640000	TMCO6
5:140645000-140650000	NDUFA2
5:140645000-140650000	IK
5:140660000-140665000	WDR55
5:140670000-140675000	DND1
5:140690000-140695000	HARS1
5:140690000-140695000	HARS2
5:140695000-140700000	ZMAT2
5:140785000-140790000	PCDHA1
5:140790000-140795000	PCDHA2
5:140800000-140805000	PCDHA3
5:140805000-140810000	PCDHA4
5:140820000-140825000	PCDHA5
5:140825000-140830000	PCDHA6
5:140830000-140835000	PCDHA7
5:140840000-140845000	PCDHA8
5:140845000-140850000	PCDHA9
5:140855000-140860000	PCDHA10
5:140865000-140870000	PCDHA11
5:140875000-140880000	PCDHA12
5:140880000-140885000	PCDHA13
5:140925000-140930000	PCDHAC1
5:140965000-140970000	PCDHAC2
5:141050000-141055000	PCDHB1
5:141090000-141095000	PCDHB2
5:141100000-141105000	PCDHB3
5:141120000-141125000	PCDHB4
5:141135000-141140000	PCDHB5
5:141150000-141155000	PCDHB6
5:141170000-141175000	PCDHB7
5:141175000-141180000	PCDHB8
5:141180000-141185000	PCDHB16
5:141185000-141190000	PCDHB9
5:141190000-141195000	PCDHB10
5:141195000-141200000	PCDHB11
5:141205000-141210000	PCDHB12
5:141210000-141215000	PCDHB13
5:141220000-141225000	PCDHB14
5:141220000-141225000	CH17-140K24.8
5:141245000-141250000	PCDHB15
5:141300000-141305000	SLC25A2
5:141320000-141325000	TAF7
5:141330000-141335000	PCDHGA1
5:141335000-141340000	PCDHGA2
5:141340000-141345000	PCDHGA3
5:141350000-141355000	PCDHGB1
5:141355000-141360000	PCDHGA4
5:141355000-141360000	PCDHGB2
5:141360000-141365000	PCDHGA5
5:141370000-141375000	PCDHGB3
5:141370000-141375000	PCDHGA6
5:141380000-141385000	PCDHGA7
5:141385000-141390000	PCDHGB4
5:141390000-141395000	PCDHGA8
5:141395000-141400000	PCDHGB5
5:141400000-141405000	PCDHGA9
5:141405000-141410000	PCDHGB6
5:141410000-141415000	PCDHGA10
5:141415000-141420000	PCDHGB7
5:141420000-141425000	PCDHGA11
5:141430000-141435000	PCDHGA12
5:141475000-141480000	PCDHGC3
5:141480000-141485000	PCDHGC4
5:141485000-141490000	PCDHGC5
5:141615000-141620000	DIAPH1
5:141635000-141640000	HDAC3
5:141635000-141640000	RELL2
5:141650000-141655000	FCHSD1
5:141680000-141685000	ARAP3
5:141875000-141880000	PCDH1
5:141920000-141925000	DELE1
5:141955000-141960000	RNF14
5:141965000-141970000	PCDH12
5:142010000-142015000	GNPDA1
5:142105000-142110000	NDFIP1
5:142325000-142330000	SPRY4
5:142695000-142700000	FGF1
5:142770000-142775000	ARHGAP26
5:143435000-143440000	NR3C1
5:143810000-143815000	HMHB1
5:144170000-144175000	YIPF5
5:144170000-144175000	KCTD16
5:145835000-145840000	PRELID2
5:145935000-145940000	GRXCR2
5:145935000-145940000	SH3RF2
5:146105000-146110000	PLAC8L1
5:146180000-146185000	LARS1
5:146200000-146205000	RP11-449H3.3
5:146200000-146205000	RBM27
5:146335000-146340000	POU4F3
5:146445000-146450000	TCERG1
5:146515000-146520000	GPR151
5:147080000-147085000	PPP2R2B
5:147230000-147235000	STK32A
5:147510000-147515000	DPYSL3
5:147780000-147785000	JAKMIP2
5:147830000-147835000	SPINK1
5:147870000-147875000	SCGB3A2
5:147905000-147910000	C5orf46
5:148025000-148030000	SPINK5
5:148165000-148170000	SPINK14
5:148200000-148205000	SPINK6
5:148220000-148225000	MARCOL
5:148265000-148270000	SPINK13
5:148310000-148315000	SPINK7
5:148320000-148325000	SPINK9
5:148380000-148385000	FBXO38
5:148675000-148680000	HTR4
5:148825000-148830000	ADRB2
5:149060000-149065000	SH3TC2
5:149140000-149145000	ABLIM3
5:149270000-149275000	AFAP1L1
5:149345000-149350000	GRPEL2
5:149355000-149360000	PCYOX1L
5:149400000-149405000	IL17B
5:149550000-149555000	CSNK1A1
5:149550000-149555000	ARHGEF37
5:149730000-149735000	PPARGC1B
5:149940000-149945000	PDE6A
5:149960000-149965000	SLC26A2
5:150000000-150005000	TIGD6
5:150000000-150005000	HMGXB3
5:150110000-150115000	CSF1R
5:150155000-150160000	PDGFRB
5:150165000-150170000	CDX1
5:150190000-150195000	SLC6A7
5:150290000-150295000	CAMK2A
5:150335000-150340000	ARSI
5:150355000-150360000	TCOF1
5:150410000-150415000	CD74
5:150445000-150450000	RPS14
5:150485000-150490000	NDST1
5:150600000-150605000	SYNPO
5:150660000-150665000	MYOZ3
5:150700000-150705000	RBM22
5:150755000-150760000	DCTN4
5:150775000-150780000	SMIM3
5:150845000-150850000	IRGM
5:150900000-150905000	ZNF300
5:151020000-151025000	GPX3
5:151090000-151095000	TNIP1
5:151155000-151160000	ANXA6
5:151210000-151215000	GM2A
5:151220000-151225000	CCDC69
5:151300000-151305000	SLC36A3
5:151345000-151350000	SLC36A2
5:151435000-151440000	SLC36A1
5:151590000-151595000	FAT2
5:151685000-151690000	SPARC
5:151770000-151775000	ATOX1
5:151770000-151775000	G3BP1
5:151920000-151925000	GLRA1
5:152430000-152435000	NMUR2
5:153485000-153490000	GRIA1
5:154035000-154040000	FAM114A2
5:154035000-154040000	MFAP3
5:154190000-154195000	GALNT10
5:154445000-154450000	SAP30L
5:154475000-154480000	HAND1
5:154710000-154715000	LARP1
5:154855000-154860000	FAXDC2
5:154855000-154860000	CNOT8
5:154935000-154940000	GEMIN5
5:154940000-154945000	MRPL22
5:155010000-155015000	KIF4B
5:155870000-155875000	SGCD
5:156850000-156855000	PPP1R2B
5:156960000-156965000	TIMD4
5:157055000-157060000	HAVCR1
5:157140000-157145000	HAVCR2
5:157140000-157145000	ITK
5:157155000-157160000	MED7
5:157165000-157170000	FAM71B
5:157265000-157270000	CYFIP2
5:157345000-157350000	FNDC9
5:157460000-157465000	CTB-109A12.2
5:157460000-157465000	NIPAL4
5:157575000-157580000	ADAM19
5:157670000-157675000	SOX30
5:157670000-157675000	C5orf52
5:157730000-157735000	THG1L
5:157740000-157745000	LSM11
5:157855000-157860000	CLINT1
5:159095000-159100000	EBF1
5:159210000-159215000	RNF145
5:159260000-159265000	UBLCP1
5:159330000-159335000	IL12B
5:159865000-159870000	ADRA1B
5:160005000-160010000	TTC1
5:160115000-160120000	PWWP2A
5:160185000-160190000	FABP6
5:160345000-160350000	CCNJL
5:160370000-160375000	C1QTNF2
5:160400000-160405000	ZBED8
5:160420000-160425000	SLU7
5:160420000-160425000	PTTG1
5:160850000-160855000	ATP10B
5:161545000-161550000	GABRB2
5:161545000-161550000	GABRA6
5:161845000-161850000	GABRA1
5:162000000-162005000	GABRG2
5:163435000-163440000	CCNG1
5:163460000-163465000	NUDCD2
5:163460000-163465000	HMMR
5:163500000-163505000	MAT2B
5:167280000-167285000	TENM2
5:168290000-168295000	WWC1
5:168485000-168490000	RARS1
5:168525000-168530000	FBLL1
5:168575000-168580000	PANK3
5:169300000-169305000	SLIT3
5:169580000-169585000	SPDL1
5:169635000-169640000	DOCK2
5:169980000-169985000	INSYN2B
5:170105000-170110000	FOXI1
5:170230000-170235000	C5orf58
5:170295000-170300000	LCP2
5:170350000-170355000	KCNIP1
5:170385000-170390000	KCNMB1
5:170760000-170765000	GABRP
5:170860000-170865000	RANBP17
5:171305000-171310000	TLX3
5:171385000-171390000	NPM1
5:171415000-171420000	FGF18
5:171420000-171425000	CTB-31E20.1
5:171780000-171785000	SMIM23
5:172005000-172010000	FBXW11
5:172185000-172190000	STK10
5:172190000-172195000	EFCAB9
5:172280000-172285000	UBTD2
5:172450000-172455000	SH3PXD2B
5:172640000-172645000	NEURL1B
5:172770000-172775000	DUSP1
5:172830000-172835000	ERGIC1
5:172955000-172960000	RPL26L1
5:172980000-172985000	ATP6V0E1
5:173055000-173060000	CREBRF
5:173140000-173145000	BNIP1
5:173235000-173240000	NKX2-5
5:173325000-173330000	STC2
5:173615000-173620000	BOD1
5:173885000-173890000	CPEB4
5:173970000-173975000	C5orf47
5:174045000-174050000	NSG2
5:174720000-174725000	MSX2
5:175440000-175445000	DRD1
5:175475000-175480000	SFXN1
5:175655000-175660000	HRH2
5:175795000-175800000	CPLX2
5:176030000-176035000	THOC3
5:176060000-176065000	FAM153B
5:176060000-176065000	RP11-826N14.7
5:176235000-176240000	SIMC1
5:176360000-176365000	KIAA1191
5:176365000-176370000	ARL10
5:176385000-176390000	NOP16
5:176385000-176390000	HIGD2A
5:176415000-176420000	CLTB
5:176445000-176450000	FAF2
5:176535000-176540000	RNF44
5:176540000-176545000	CDHR2
5:176610000-176615000	GPRIN1
5:176630000-176635000	SNCB
5:176630000-176635000	EIF4E1B
5:176645000-176650000	TSPAN17
5:176810000-176815000	UNC5A
5:176895000-176900000	HK3
5:177020000-177025000	UIMC1
5:177020000-177025000	ZNF346
5:177085000-177090000	FGFR4
5:177130000-177135000	NSD1
5:177300000-177305000	RAB24
5:177300000-177305000	PRELID1
5:177310000-177315000	MXD3
5:177350000-177355000	LMAN2
5:177355000-177360000	RGS14
5:177375000-177380000	SLC34A1
5:177400000-177405000	PFN3
5:177400000-177405000	GRK6
5:177405000-177410000	F12
5:177445000-177450000	PRR7
5:177470000-177475000	DBN1
5:177495000-177500000	PDLIM7
5:177510000-177515000	DOK3
5:177515000-177520000	DDX41
5:177550000-177555000	FAM193B
5:177590000-177595000	TMED9
5:177600000-177605000	B4GALT7
5:177780000-177785000	FAM153A
5:177995000-178000000	PROP1
5:178110000-178115000	N4BP3
5:178130000-178135000	RMND5B
5:178150000-178155000	NHP2
5:178185000-178190000	GMCL2
5:178200000-178205000	HNRNPAB
5:178230000-178235000	PHYKPL
5:178590000-178595000	COL23A1
5:178630000-178635000	CLK4
5:178695000-178700000	MSANTD5
5:178725000-178730000	CTD-2537M22.2
5:178730000-178735000	ZNF354A
5:178855000-178860000	ZNF354B
5:178895000-178900000	ZFP2
5:178940000-178945000	ZNF454
5:178995000-179000000	GRM6
5:179020000-179025000	ZNF879
5:179060000-179065000	ZNF354C
5:179345000-179350000	ADAMTS2
5:179550000-179555000	RUFY1
5:179630000-179635000	HNRNPH1
5:179675000-179680000	CANX
5:179680000-179685000	CBY3
5:179730000-179735000	MAML1
5:179790000-179795000	LTC4S
5:179805000-179810000	MGAT4B
5:179805000-179810000	SQSTM1
5:179860000-179865000	MRNIP
5:179905000-179910000	TBC1D9B
5:180070000-180075000	RNF130
5:180205000-180210000	RASGEF1C
5:180290000-180295000	MAPK9
5:180350000-180355000	GFPT2
5:180490000-180495000	CNOT6
5:180590000-180595000	SCGB3A1
5:180645000-180650000	FLT4
5:180740000-180745000	OR2Y1
5:180815000-180820000	MGAT1
5:180860000-180865000	ZFP62
5:180895000-180900000	BTNL8
5:180985000-180990000	BTNL3
5:181040000-181045000	BTNL9
5:181130000-181135000	OR2V1
5:181145000-181150000	OR2V2
5:181205000-181210000	TRIM7
5:181220000-181225000	TRIM41
5:181245000-181250000	RACK1
5:181260000-181265000	TRIM52
5:181365000-181370000	OR4F3
6:290000-295000	DUSP22
6:390000-395000	IRF4
6:655000-660000	HUS1B
6:690000-695000	EXOC2
6:1310000-1315000	FOXQ1
6:1385000-1390000	FOXF2
6:1605000-1610000	FOXC1
6:2245000-2250000	GMDS
6:2750000-2755000	MYLK4
6:2765000-2770000	WRNIP1
6:2840000-2845000	SERPINB1
6:2900000-2905000	SERPINB9
6:2970000-2975000	SERPINB6
6:2985000-2990000	NQO2
6:3060000-3065000	RIPK1
6:3115000-3120000	BPHL
6:3155000-3160000	TUBB2A
6:3230000-3235000	TUBB2B
6:3230000-3235000	PSMG4
6:3455000-3460000	SLC22A23
6:3750000-3755000	PXDC1
6:3845000-3850000	FAM50B
6:4020000-4025000	PRPF4B
6:4085000-4090000	FAM217A
6:4135000-4140000	ECI2
6:4705000-4710000	CDYL
6:5000000-5005000	RPP40
6:5085000-5090000	PPP1R3G
6:5260000-5265000	LYRM4
6:5260000-5265000	FARS2
6:6005000-6010000	NRN1
6:6320000-6325000	F13A1
6:6585000-6590000	LY86
6:7105000-7110000	RREB1
6:7345000-7350000	SSR1
6:7385000-7390000	CAGE1
6:7385000-7390000	RIOK1
6:7540000-7545000	DSP
6:7590000-7595000	SNRNP48
6:7725000-7730000	BMP6
6:7910000-7915000	TXNDC5
6:8060000-8065000	BLOC1S5-TXNDC5
6:8060000-8065000	BLOC1S5
6:8100000-8105000	EEF1E1-BLOC1S5
6:8100000-8105000	EEF1E1
6:8435000-8440000	SLC35B3
6:10415000-10420000	TFAP2A
6:10490000-10495000	GCNT2
6:10690000-10695000	C6orf52
6:10690000-10695000	PAK1IP1
6:10720000-10725000	TMEM14C
6:10745000-10750000	TMEM14B
6:10745000-10750000	RP11-637O19.3
6:10835000-10840000	MAK
6:10880000-10885000	GCM2
6:10885000-10890000	SYCP2L
6:11040000-11045000	ELOVL2
6:11090000-11095000	SMIM13
6:11110000-11115000	ERVFRD-1
6:11380000-11385000	NEDD9
6:11535000-11540000	TMEM170B
6:11805000-11810000	ADTRP
6:12005000-12010000	HIVEP1
6:12290000-12295000	EDN1
6:12715000-12720000	PHACTR1
6:13325000-13330000	TBC1D7
6:13485000-13490000	GFOD1
6:13570000-13575000	SIRT5
6:13615000-13620000	NOL7
6:13710000-13715000	RANBP9
6:13810000-13815000	MCUR1
6:13920000-13925000	RNF182
6:14115000-14120000	CD83
6:15245000-15250000	JARID2
6:15660000-15665000	DTNBP1
6:16125000-16130000	MYLIP
6:16235000-16240000	GMPR
6:16325000-16330000	RP3-467D16.4
6:16760000-16765000	ATXN1
6:17100000-17105000	STMND1
6:17280000-17285000	RBM24
6:17390000-17395000	CAP2
6:17600000-17605000	FAM8A1
6:17705000-17710000	NUP153
6:17985000-17990000	KIF13A
6:18120000-18125000	NHLRC1
6:18155000-18160000	TPMT
6:18155000-18160000	KDM1B
6:18260000-18265000	DEK
6:18385000-18390000	RNF144B
6:19835000-19840000	ID4
6:20210000-20215000	MBOAT1
6:20400000-20405000	E2F3
6:20530000-20535000	CDKAL1
6:21590000-21595000	SOX4
6:22300000-22305000	PRL
6:22565000-22570000	HDGFL1
6:24125000-24130000	NRSN1
6:24355000-24360000	DCDC2
6:24355000-24360000	KAAG1
6:24400000-24405000	MRS2
6:24490000-24495000	ALDH5A1
6:24495000-24500000	GPLD1
6:24645000-24650000	KIAA0319
6:24665000-24670000	TDP2
6:24665000-24670000	ACOT13
6:24715000-24720000	C6orf62
6:24770000-24775000	GMNN
6:24795000-24800000	ARMH2
6:24805000-24810000	RP3-369A17.6
6:25040000-25045000	RIPOR2
6:25275000-25280000	CARMIL1
6:25650000-25655000	SCGN
6:25725000-25730000	H2AC1
6:25725000-25730000	H2BC1
6:25750000-25755000	SLC17A4
6:25830000-25835000	SLC17A1
6:25880000-25885000	SLC17A3
6:25930000-25935000	SLC17A2
6:25960000-25965000	TRIM38
6:26015000-26020000	H1-1
6:26020000-26025000	H3C1
6:26020000-26025000	H4C1
6:26025000-26030000	H4C2
6:26030000-26035000	H3C2
6:26030000-26035000	H2AC4
6:26040000-26045000	H2BC3
6:26045000-26050000	H3C3
6:26055000-26060000	H1-2
6:26085000-26090000	HFE
6:26100000-26105000	H4C3
6:26105000-26110000	H1-6
6:26120000-26125000	H2BC4
6:26120000-26125000	H2AC6
6:26155000-26160000	H1-4
6:26155000-26160000	H2BC5
6:26170000-26175000	H2BC6
6:26185000-26190000	H4C4
6:26195000-26200000	H3C4
6:26195000-26200000	RP1-34B20.21
6:26195000-26200000	H2AC7
6:26195000-26200000	H2BC7
6:26200000-26205000	H4C5
6:26215000-26220000	H2BC8
6:26215000-26220000	H2AC8
6:26220000-26225000	H3C6
6:26230000-26235000	H1-3
6:26240000-26245000	H4C6
6:26245000-26250000	H4C7
6:26250000-26255000	H3C7
6:26250000-26255000	H2BC9
6:26270000-26275000	H3C8
6:26270000-26275000	H2BC10
6:26285000-26290000	H4C8
6:26365000-26370000	BTN3A2
6:26380000-26385000	BTN2A2
6:26400000-26405000	BTN3A1
6:26440000-26445000	BTN3A3
6:26455000-26460000	BTN2A1
6:26500000-26505000	BTN1A1
6:26535000-26540000	HMGN4
6:26595000-26600000	ABT1
6:26655000-26660000	ZNF322
6:27130000-27135000	H2BC11
6:27130000-27135000	H2AC11
6:27135000-27140000	H4C9
6:27145000-27150000	H2BC12
6:27145000-27150000	H2AC12
6:27245000-27250000	PRSS16
6:27310000-27315000	POM121L2
6:27370000-27375000	ZNF391
6:27470000-27475000	ZNF184
6:27805000-27810000	H2BC13
6:27805000-27810000	H2AC13
6:27810000-27815000	H3C10
6:27810000-27815000	H2AC14
6:27815000-27820000	H2BC14
6:27820000-27825000	H4C11
6:27830000-27835000	H4C12
6:27835000-27840000	H2BC15
6:27835000-27840000	H2AC15
6:27865000-27870000	H2AC16
6:27865000-27870000	H1-5
6:27870000-27875000	H3C11
6:27870000-27875000	H4C13
6:27890000-27895000	H3C12
6:27890000-27895000	H2AC17
6:27890000-27895000	H2BC17
6:27910000-27915000	OR2B2
6:27955000-27960000	OR2B6
6:28080000-28085000	ZNF165
6:28120000-28125000	ZSCAN16
6:28140000-28145000	ZKSCAN8
6:28220000-28225000	ZSCAN9
6:28250000-28255000	ZKSCAN4
6:28255000-28260000	NKAPL
6:28265000-28270000	ZSCAN26
6:28265000-28270000	RP5-874C20.8
6:28280000-28285000	PGBD1
6:28345000-28350000	ZKSCAN3
6:28355000-28360000	ZSCAN31
6:28395000-28400000	ZSCAN12
6:28440000-28445000	ZSCAN23
6:28525000-28530000	GPX6
6:28525000-28530000	GPX5
6:28615000-28620000	ZBED9
6:28920000-28925000	TRIM27
6:29005000-29010000	ZNF311
6:29045000-29050000	OR2W1
6:29085000-29090000	OR2B3
6:29095000-29100000	OR2J1
6:29105000-29110000	OR2J3
6:29170000-29175000	OR2J2
6:29300000-29305000	OR14J1
6:29375000-29380000	OR12D3
6:29395000-29400000	OR12D2
6:29430000-29435000	OR5V1
6:29435000-29440000	OR10C1
6:29455000-29460000	OR11A1
6:29455000-29460000	OR2H1
6:29485000-29490000	MAS1L
6:29550000-29555000	OR2I1P
6:29555000-29560000	UBD
6:29585000-29590000	OR2H2
6:29630000-29635000	GABBR1
6:29655000-29660000	MOG
6:29680000-29685000	ZFP57
6:29720000-29725000	HLA-F
6:29825000-29830000	HLA-G
6:29940000-29945000	HLA-A
6:30055000-30060000	POLR1H
6:30065000-30070000	PPP1R11
6:30075000-30080000	RNF39
6:30110000-30115000	TRIM31
6:30135000-30140000	TRIM40
6:30160000-30165000	TRIM10
6:30160000-30165000	TRIM15
6:30210000-30215000	TRIM26
6:30325000-30330000	TRIM39
6:30325000-30330000	TRIM39-RPP21
6:30345000-30350000	RPP21
6:30485000-30490000	HLA-E
6:30555000-30560000	GNL1
6:30555000-30560000	PRR3
6:30570000-30575000	ABCF1
6:30615000-30620000	PPP1R10
6:30615000-30620000	MRPS18B
6:30625000-30630000	ATAT1
6:30645000-30650000	C6orf136
6:30670000-30675000	DHX16
6:30685000-30690000	PPP1R18
6:30690000-30695000	NRM
6:30715000-30720000	MDC1
6:30715000-30720000	TUBB
6:30740000-30745000	FLOT1
6:30740000-30745000	IER3
6:30875000-30880000	DDR1
6:30905000-30910000	GTF2H4
6:30910000-30915000	VARS2
6:30930000-30935000	MUCL3
6:30955000-30960000	SFTA2
6:30980000-30985000	MUC21
6:31010000-31015000	MUC22
6:31110000-31115000	C6orf15
6:31110000-31115000	PSORS1C1
6:31120000-31125000	CDSN
6:31135000-31140000	PSORS1C2
6:31155000-31160000	CCHCR1
6:31155000-31160000	TCF19
6:31180000-31185000	POU5F1
6:31270000-31275000	HLA-C
6:31355000-31360000	HLA-B
6:31395000-31400000	MICA
6:31490000-31495000	MICB
6:31525000-31530000	MCCD1
6:31540000-31545000	DDX39B
6:31545000-31550000	ATP6V1G2-DDX39B
6:31545000-31550000	ATP6V1G2
6:31545000-31550000	NFKBIL1
6:31570000-31575000	LTA
6:31575000-31580000	TNF
6:31580000-31585000	LTB
6:31585000-31590000	LST1
6:31590000-31595000	NCR3
6:31615000-31620000	AIF1
6:31620000-31625000	PRRC2A
6:31650000-31655000	BAG6
6:31650000-31655000	APOM
6:31660000-31665000	C6orf47
6:31665000-31670000	GPANK1
6:31665000-31670000	CSNK2B
6:31665000-31670000	XXbac-BPG32J3.22
6:31670000-31675000	LY6G5B
6:31680000-31685000	LY6G5C
6:31700000-31705000	ABHD16A
6:31705000-31710000	LY6G6F
6:31705000-31710000	LY6G6F-LY6G6D
6:31710000-31715000	XXbac-BPG32J3.20
6:31710000-31715000	LY6G6E
6:31715000-31720000	LY6G6D
6:31715000-31720000	MPIG6B
6:31720000-31725000	LY6G6C
6:31730000-31735000	DDAH2
6:31735000-31740000	CLIC1
6:31735000-31740000	MSH5
6:31740000-31745000	MSH5-SAPCD1
6:31760000-31765000	SAPCD1
6:31775000-31780000	VWA7
6:31795000-31800000	VARS1
6:31805000-31810000	LSM2
6:31815000-31820000	HSPA1L
6:31815000-31820000	HSPA1A
6:31825000-31830000	HSPA1B
6:31860000-31865000	NEU1
6:31875000-31880000	SLC44A4
6:31895000-31900000	EHMT2
6:31895000-31900000	C2
6:31900000-31905000	ZBTB12
6:31925000-31930000	XXbac-BPG116M5.17
6:31945000-31950000	CFB
6:31955000-31960000	NELFE
6:31955000-31960000	SKIV2L
6:31970000-31975000	DXO
6:31970000-31975000	STK19
6:31980000-31985000	C4A
6:32010000-32015000	C4B
6:32035000-32040000	CYP21A2
6:32115000-32120000	TNXB
6:32125000-32130000	ATF6B
6:32130000-32135000	FKBPL
6:32150000-32155000	PRRT1
6:32150000-32155000	XXbac-BPG300A18.14
